symbol,company,last.sale.price,market.cap,country,ipo.year,industry
MTL^,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),1.86,NA,Russia,NA,
MTN,Vail Resorts Inc. Common Stock,331.62,13414429929,United States,1997,Movies/Entertainment
MTOR,Meritor Inc. Common Stock,25.14,1761711872,United States,NA,Auto Parts:O.E.M.
MTR,Mesa Royalty Trust Common Stock,6.2,11554258,United States,NA,Oil & Gas Production
MTRN,Materion Corporation,92.11,1882653883,United States,NA,
MTW,Manitowoc Company Inc. (The) Common Stock,19.13,670341580,United States,NA,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,73.2,2437049503,United States,1992,Major Chemicals
MTZ,MasTec Inc. Common Stock,91.87,6826278530,United States,NA,Water Sewer Pipeline Comm & Power Line Construction
MUA,Blackrock MuniAssets Fund Inc Common Stock,14.88,568805052,United States,1993,Trusts Except Educational Religious and Charitable
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,15.45,634090171,United States,1998,Finance Companies
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,13.84,311687305,United States,NA,Trusts Except Educational Religious and Charitable
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,5.5,73050973160,Japan,NA,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,15.28,585166944,United States,2003,Trusts Except Educational Religious and Charitable
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,15.71,472669425,United States,1998,Trusts Except Educational Religious and Charitable
MUR,Murphy Oil Corporation Common Stock,26.22,4049918336,United States,NA,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,198.49,5129981990,United States,2013,Natural Gas Distribution
MUX,McEwen Mining Inc. Common Stock,0.877,402707342,Canada,NA,Precious Metals
MVF,Blackrock MuniVest Fund Inc. Common Stock,9.43,611406979,United States,NA,Finance/Investors Services
MVO,MV Oil Trust Units of Beneficial Interests,8.66,99590000,United States,2007,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,15.5,330942965,United States,1993,Trusts Except Educational Religious and Charitable
MWA,MUELLER WATER PRODUCTS Common Stock,14.5,2274351753,United States,2006,Office Equipment/Supplies/Services
MX,Magnachip Semiconductor Corporation Common Stock,20.34,938298967,Luxembourg,2011,Semiconductors
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,8.76,38545831,United States,NA,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,15.55,233331233,United States,NA,Trusts Except Educational Religious and Charitable
MYC,Blackrock MuniYield California Fund Inc. Common Stock,14.99,321078215,United States,1992,Trusts Except Educational Religious and Charitable
MYD,Blackrock MuniYield Fund Inc.  Common Stock,14.55,682681562,United States,1991,Trusts Except Educational Religious and Charitable
MYE,Myers Industries Inc. Common Stock,20.27,734568483,United States,NA,Auto Parts:O.E.M.
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,14.76,1005904052,United States,NA,Finance Companies
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,15.85,382372009,United States,1992,Finance Companies
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,14.11,558566700,United States,1992,Finance Companies
MYOV,Myovant Sciences Ltd. Common Shares,16.4,1530268502,United States,2016,Biotechnology: Pharmaceutical Preparations
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,19.28,1629002174,,2021,Catalog/Specialty Distribution
"NABL",N-able Inc. Common Stock,11.04,1975852845,,2021,EDP Services
"NAC",Nuveen California Quality Municipal Income Fund,15.59,2256419570,United States,1999,Investment Managers
"NAD",Nuveen Quality Municipal Income Fund Common Stock,15.97,3727472340,United States,1999,Investment Managers
"NAN",Nuveen New York Quality Municipal Income Fund Common Stock,14.86,458450794,United States,1999,Investment Managers
"NAPA",The Duckhorn Portfolio Inc. Common Stock,22.92,2636872496,,2021,Beverages (Production/Distribution)
"NAT",Nordic American Tankers Limited Common Stock,1.67,302038693,Bermuda,NA,Marine Transportation
"NAZ",Nuveen Arizona Quality Municipal Income Fund Common Stock,15.7,181843523,United States,1992,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,22.73,647347536,United States,2010,Finance Companies
NBHC,National Bank Holdings Corporation Common Stock,44.12,1336742069,United States,2012,Major Banks
NBR,Nabors Industries Ltd.,83.16,685329377,Bermuda,NA,Oil & Gas Production
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,17.06,0,,2021,
NC,"NACCO Industries Inc. Common Stock",34.36,246491493,United States,NA,
NCA,Nuveen California Municipal Value Fund,10.11,334723862,United States,NA,Investment Managers
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,21.58,8996527526,United States,NA,Marine Transportation
NCR,NCR Corporation Common Stock,39.78,5250960000,United States,NA,Office Equipment/Supplies/Services
NCV,Virtus AllianzGI Convertible & Income Fund Common Shares of Beneficial Interest,5.78,522359229,United States,2003,Finance Companies
NCV^A,Virtus AllianzGI Convertible & Income Fund 5.625% Series A Cumulative Preferred Shares,26.525,NA,United States,NA,
NCZ,Virtus AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest,5.08,386668005,United States,2003,Finance Companies
NCZ^A,Virtus AllianzGI Convertible & Income Fund II 5.50% Series A Cumulative Preferred Shares,26.27,NA,United States,NA,
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,16.43,965544192,,2020,Trusts Except Educational Religious and Charitable
NDP,Tortoise Energy Independence Fund Inc. Common Stock,22.315,41193490,United States,2012,Finance/Investors Services
NE,Noble Corporation plc Ordinary Shares,24.89,1495903760,,2021,Oil & Gas Production
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,15.49,4632089187,United States,2002,Finance/Investors Services
NEE,NextEra Energy Inc. Common Stock,91.99,180496991277,United States,NA,Electric Utilities: Central
NEE^N,NextEra Energy Inc. Series N Junior Subordinated Debentures due March 1 2079,27.75,NA,United States,NA,
NEE^O,NextEra Energy Inc. 4.872% Corporate Units,67.29,NA,United States,NA,
NEE^P,NextEra Energy Inc. 5.279% Corporate Units,56.94,NA,United States,NA,
NEE^Q,NextEra Energy Inc. 6.219% Corporate Units,57.28,NA,United States,NA,
NEM,Newmont Corporation,60.62,48340528128,United States,NA,Precious Metals
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,82.33,6905262690,United States,2014,Electric Utilities: Central
NET,Cloudflare Inc. Class A Common Stock,133.3,42888685681,United States,2019,EDP Services
NETI,Eneti Inc. Common Stock,7.26,283439141,Monaco,2013,Marine Transportation
NEU,NewMarket Corp Common Stock,351.56,3679891371,United States,NA,Major Chemicals
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest,15.43,385085353,United States,2009,Trusts Except Educational Religious and Charitable
NEW,Puxin Limited American Depositary Shares each representing two Ordinary Shares,0.54,47230232,,2018,Service to the Health Industry
NEWR,New Relic Inc. Common Stock,110.03,7197249571,United States,2014,Computer Software: Prepackaged Software
NEX,NexTier Oilfield Solutions Inc. Common Stock,3.62,875927230,United States,2017,Oilfield Services/Equipment
NEXA,Nexa Resources S.A. Common Shares,7.85,1039643096,,2017,Precious Metals
NFG,National Fuel Gas Company Common Stock,64.49,5880847872,United States,NA,Oil & Gas Production
NFH,New Frontier Health Corporation Ordinary Shares,11.49,1514930004,,2018,Hospital/Nursing Management
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,16.16,1531993549,United States,2005,Trusts Except Educational Religious and Charitable
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares,9.645,415940625,,2021,
NGC,Northern Genesis Acquisition Corp. III Common Stock,9.72,209526750,,2021,
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,73.44,53127895620,United Kingdom,NA,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,1.79,231973151,United States,2011,
NGL^B,NGL ENERGY PARTNERS LP 9.00% Class B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partnership interests,13.85,NA,United States,NA,
NGL^C,NGL ENERGY PARTNERS LP 9.625% Class C Fixed-to-Floating Rate Cumulative  Redeemable Perpetual Preferred Units representing  limited partner interests,14.36,NA,United States,NA,
NGS,Natural Gas Services Group Inc. Common Stock,10.58,137949647,United States,2002,Metal Fabrications
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,14.5,328336405,United States,2012,Food Chains
NGVT,Ingevity Corporation Common Stock,72.59,2851785185,,2016,Industrial Specialties
NHI,National Health Investors Inc. Common Stock,57.72,2646496574,United States,NA,Real Estate Investment Trusts
NI,NiSource Inc Common Stock,27.7,10877919608,United States,NA,Power Generation
NI^B,NiSource Inc Depositary Shares representing 1/1000th ownership interest in a share of 6.50% Series B Preferred Stock and 1/1000th ownership interest in a share of Series B-1 Preferred Stock,27.16,NA,United States,NA,
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,14.8,694262968,United States,2012,Finance Companies
NIE,Virtus AllianzGI Equity & Convertible Income Fund Common Shares of Beneficial Interest,30.21,837087833,United States,2007,Investment Managers
NIM,Nuveen Select Maturities Municipal Fund Common Stock,10.47,130312238,United States,1992,Trusts Except Educational Religious and Charitable
NIMC,NiSource Inc Series A Corporate Units,112.64,0,United States,2021,Power Generation
NINE,Nine Energy Service Inc. Common Stock,0.8939,29345798,United States,2018,Oilfield Services/Equipment
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,28.25,44933697900,,2018,Auto Manufacturing
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest,14.87,194754531,,2013,Finance/Investors Services
NJR,NewJersey Resources Corporation Common Stock,41.17,3950462039,United States,NA,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,168.78,267147974275,United States,NA,Shoe Manufacturing
NKG,Nuveen Georgia Quality Municipal Income Fund,13.78,143309423,United States,2002,Finance/Investors Services
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,15.81,751296481,United States,2002,Finance/Investors Services
NL,NL Industries Inc. Common Stock,7.22,352355739,United States,NA,Diversified Commercial Services
NLS,Nautilus Inc. Common Stock,6.17,192357438,United States,NA,Recreational Products/Toys
NLSN,Nielsen N.V. Ordinary Shares,20.86,7487226440,Netherlands,2011,Business Services
NLY,Annaly Capital Management Inc Common Stock,8.21,11905490848,United States,NA,Real Estate Investment Trusts
NLY^F,Annaly Capital Management Inc 6.95% Series F,25.4,NA,United States,NA,
NLY^G,Annaly Capital Management Inc 6.50% Series G Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.27,NA,United States,NA,
NLY^I,Annaly Capital Management Inc 6.750% Series I Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,25.859,NA,United States,NA,
NM,Navios Maritime Holdings Inc. Common Stock,3.58,90208106,Monaco,NA,Business Services
NM^G,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perpetual Preferred Series G (Marshall Islands),11.8899,NA,Monaco,NA,
NM^H,Navios Maritime Holdings Inc. Sponsored ADR Representing 1/100th Perp. Preferred Series H%,12.09,NA,Monaco,NA,
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,18.17,0,,2021,
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,15.77,840163782,,2019,Finance/Investors Services
NMG,Nouveau Monde Graphite Inc. Common Shares,7.02,384200149,,NA,
NMI,Nuveen Municipal Income Fund Inc. Common Stock,11.59,112231128,United States,1988,Trusts Except Educational Religious and Charitable
NMK^B,Niagara Mohawk Holdings Inc. Preferred Stock,99.65,NA,United States,NA,
NMK^C,Niagara Mohawk Holdings Inc. Preferred Stock,101.27,NA,United States,NA,
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,24.74,747075932,Greece,2007,Marine Transportation
NMR,Nomura Holdings Inc ADR American Depositary Shares,4.37,13407598372,Japan,NA,Investment Bankers/Brokers/Service
NMS,Nuveen Minnesota Quality Municipal Income Fund,15.04,86972635,United States,2014,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,15.7,146374837,United States,NA,Finance/Investors Services
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,15.12,1479748360,United States,2003,Finance/Investors Services
NNI,Nelnet Inc. Common Stock,97.45,3726668380,United States,2003,Finance: Consumer Services
NNN,National Retail Properties Common Stock,47.79,8392731269,United States,NA,Real Estate Investment Trusts
NNY,Nuveen New York Municipal Value Fund Common Stock,9.99,188671669,United States,1988,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),14.45,410962797,Canada,2006,
NOAH,Noah Holdings Limited,29.11,1778291475,China,2010,Investment Managers
NOC,Northrop Grumman Corporation Common Stock,384.99,60573419179,United States,NA,Diversified Manufacture
NOK,Nokia Corporation Sponsored American Depositary Shares,6.29,35441344660,Finland,1994,Radio And Television Broadcasting And Communications Equipment
NOM,Nuveen Missouri Quality Municipal Income Fund,14.4,33799234,United States,1993,Investment Managers
NOMD,Nomad Foods Limited Ordinary Shares,25.09,4432129808,,2016,Specialty Foods
NOV,NOV Inc. Common Stock,13.66,5336850452,United States,NA,Metal Fabrications
NOVA,Sunnova Energy International Inc. Common Stock,27.05,3036807527,United States,2019,Electric Utilities: Central
NOW,ServiceNow Inc. Common Stock,654.58,130261420000,United States,2012,Computer Software: Prepackaged Software
NP,Neenah Inc. Common Stock,46.24,774934172,United States,NA,Paper
NPCT,Nuveen Core Plus Impact Fund Common Shares of Beneficial Interest,18.28,0,,2021,
NPFD,Nuveen Variable Rate Preferred & Income Fund Common Shares,25.18,0,,2021,
NPK,National Presto Industries Inc. Common Stock,82.02,577416699,United States,NA,Military/Government/Technical
NPO,EnPro Industries Inc,112.36,2315160721,United States,NA,
NPTN,NeoPhotonics Corporation Common Stock,15.34,814644429,United States,2011,Semiconductors
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,16.9,302467125,United States,1993,Investment Managers
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,14.74,551030461,United States,1991,Trusts Except Educational Religious and Charitable
NR,Newpark Resources Inc. Common Stock,2.92,269391631,United States,NA,Metal Fabrications
NRDY,Nerdy Inc. Class A Common Stock,4.49,376600079,United States,2020,Computer Software: Prepackaged Software
NREF,NexPoint Real Estate Finance Inc. Common Stock,19.4,177744662,,2020,Real Estate Investment Trusts
NREF^A,NexPoint Real Estate Finance Inc. 8.50% Series A Cumulative Redeemable Preferred Stock,26.11,NA,,NA,
NRG,NRG Energy Inc. Common Stock,42.89,10501129741,United States,NA,Electric Utilities: Central
